,Primary Key,Ancient Toponym,Modern Toponym,Province,Country,Barrington Atlas Rank,Barrington Atlas Reference,Start Date,End Date,Select Bibliography,Area,Estimate Basis,Civic Status,Structure,num_of_structures,geometry,ID,level_0,Unnamed: 0_y,index,pop_sample,pop_est,pop_diff,western_province,inscr_N,occups_list,occups_N,occups_unique_N,inscr_N_post235,occups_N_post235,ratio_post235,city_province,occups_cats_list,occups_cats_unique_N,occups_cats_vec,shares_vec,ZI,largest_cat,ZI_cat,shares_weighted_vec,RZI,RZI_cat,DI
186,Hanson2016_187,Meninx,Bordj el Kantara,Africa Proconsularis,Tunisia,3,35 C1,-200,,DGRG; PECS; Wilson 2011.,43.0,Inhabited area,,"['Amphitheatre', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Basilica', 'Baths', 'Baths', 'Baths', 'Forum', 'Hippodrome?', 'Macellum', 'Theatre']",13,POINT (10.913075 33.688857),187,,,,,6368.0,,True,51.0,"['sagittarius', 'sagittarius']",2.0,1.0,1.0,0.0,0.0196078431372549,Meninx (Africa Proconsularis),"['Metal-Working', 'Metal-Working']",1,[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,2,Metal-Working,"[ 0.          0.         10.45979899  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.        ]",10.459798994974873,Metal-Working,1.0
188,Hanson2016_189,Neapolis (Africa Proconsularis),Nabeul,Africa Proconsularis,Tunisia,3,32 G4,-49,,BNP; Brunt 1971; Cornell and Mathews 1982; Lepelley 1979-1981; MacMullen 2000; Salmon 1969.,,,"['Colonia', 'Colonia', 'Rights and privileges', 'Rights and privileges', 'Rights and privileges']",,0,POINT (10.73614 36.453512),189,,,,,1000.0,,True,22.0,"['transvectuarius', 'navicularius', 'curator', 'curator', 'transvectuarius', 'navicularius']",6.0,3.0,0.0,0.0,0.0,Neapolis (Africa Proconsularis) (Africa Proconsularis),"['Transport', 'Transport', 'Managerial', 'Managerial', 'Transport', 'Transport']",2,[0 0 0 0 0 0 4 0 0 0 0 2 0 0 0 0 0 0 0],"[0.         0.         0.         0.         0.         0.
 0.66666667 0.         0.         0.         0.         0.33333333
 0.         0.         0.         0.         0.         0.
 0.        ]",0.6666666666666666,4,Transport,"[ 0.          0.          0.          0.          0.          0.
 17.96332255  0.          0.          0.          0.          1.58862812
  0.          0.          0.          0.          0.          0.
  0.        ]",17.963322545846815,Transport,1.7999999999999998
189,Hanson2016_190,Numluli,Henchir el Maatria,Africa Proconsularis,Tunisia,3,32 D3,100,,BNP; Quinn and Wilson 2013; Russell 1958; Sear 2006.,80.0,Unspecified,['Municipium'],"['Aqueduct', 'Baths', 'Capitolium', 'Fountain', 'Theatre', 'Walls?']",6,POINT (9.210529 36.522784),190,,,,,14596.0,,True,96.0,['scaenicus'],1.0,1.0,0.0,0.0,0.0,Numluli (Africa Proconsularis),['Performing Arts'],1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1,Performing Arts,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.         22.08488064  0.          0.          0.
  0.        ]",22.084880636604776,Performing Arts,1.0
190,Hanson2016_191,Oea,Tripoli,Africa Proconsularis,Libya,2,35 F2,-27,,Lepelley 1979-1981; McEvedy 2011; PECS; Salmon 1969; Wilson 2011.,52.0,Walls,['Colonia'],"['Arch of Marcus Aurelius and Lucius Verus', 'Baths', 'Forum', 'Harbour', 'Temple of the Genius Coloniae', 'Urban grid', 'Walls']",7,POINT (13.187507 32.876174),191,,,,,8209.0,,True,46.0,['curator'],1.0,1.0,10.0,0.0,0.21739130434782608,Oea (Africa Proconsularis),['Managerial'],1,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Managerial,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         4.76588437
 0.         0.         0.         0.         0.         0.
 0.        ]",4.76588437321122,Managerial,1.0
192,Hanson2016_193,Pupput,Henchir Souk el Abiod,Africa Proconsularis,Tunisia,3,32 G4,100,,BNP; Bomgardner 2000; DGRG; Lepelley 1979-1981; PECS; Quinn and Wilson 2013; Salmon 1969.,,,['Colonia'],"['Amphitheatre', 'Aqueduct', 'Baths', 'Capitolium', 'Theatre']",5,POINT (10.562216 36.392998),193,,,,,1000.0,,True,54.0,"['curator', 'aerarius', 'salarius', 'curator', 'curator', 'curator', 'aerarius', 'salarius', 'curator']",9.0,3.0,18.0,1.0,0.3333333333333333,Pupput (Africa Proconsularis),"['Managerial', 'Metal-Working', 'Retail', 'Managerial', 'Managerial', 'Managerial', 'Metal-Working', 'Retail', 'Managerial']",3,[0 2 2 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0],"[0.         0.22222222 0.22222222 0.         0.         0.
 0.         0.         0.         0.         0.         0.55555556
 0.         0.         0.         0.         0.         0.
 0.        ]",0.5555555555555556,5,Managerial,"[0.         2.74106996 2.32439978 0.         0.         0.
 0.         0.         0.         0.         0.         2.64771354
 0.         0.         0.         0.         0.         0.
 0.        ]",2.7410699588477367,Retail,2.454545454545454
193,Hanson2016_194,Sabratha,Sabrata,Africa Proconsularis,Libya,2,35 E2,-200,,BNP; Bomgardner 2000; Lepelley 1979-1981; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006; Wilson 2011; Woloch 1983.,35.0,Inhabited area,"['Colonia', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Basilica', 'Baths', 'Baths', 'Baths', 'Curia', 'Forum', 'Fountain', 'Fountain', 'Temple', ""Temple ('capitolium')"", 'Temple of Hercules', 'Temple of Isis', 'Temple of Marcus Aurelius and Lucius Verus', 'Temple of Serapis', 'Temple of Shadrap / Liber Pater', 'Theatre', 'Urban grid (East)', 'Urban grid (South)', 'Walls']",21,POINT (12.487045 32.804889),194,5.0,5.0,5.0,4837.0,4837.0,1.0,True,274.0,"['exceptor', 'curator', 'curator', 'curator', 'sagittarius', 'gladiator', 'curator']",7.0,4.0,78.0,1.0,0.2846715328467153,Sabratha (Africa Proconsularis),"['Education', 'Managerial', 'Managerial', 'Managerial', 'Metal-Working', 'Performing Arts', 'Managerial']",4,[0 0 1 0 0 0 0 0 1 0 0 4 0 0 1 0 0 0 0],"[0.         0.         0.14285714 0.         0.         0.
 0.         0.         0.14285714 0.         0.         0.57142857
 0.         0.         0.14285714 0.         0.         0.
 0.        ]",0.5714285714285714,4,Managerial,"[0.         0.         1.494257   0.         0.         0.
 0.         0.         2.95877754 0.         0.         2.7233625
 0.         0.         3.15498295 0.         0.         0.
 0.        ]",3.1549829480863965,Performing Arts,2.5789473684210527
194,Hanson2016_195,Segermes,Henchir Harat,Africa Proconsularis,Tunisia,3,32 F4,100,,Lepelley 1979-1981; Quinn and Wilson 2013.,16.0,Inhabited area,['Municipium'],"['Baths', 'Capitolium', 'Forum', 'Urban grid', 'Walls?']",5,POINT (10.299662 36.344697),195,,,,,1700.0,,True,45.0,"['curator', 'curator']",2.0,1.0,4.0,0.0,0.08888888888888889,Segermes (Africa Proconsularis),"['Managerial', 'Managerial']",1,[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,2,Managerial,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         4.76588437
 0.         0.         0.         0.         0.         0.
 0.        ]",4.76588437321122,Managerial,1.0
196,Hanson2016_197,Sufes,Sbiba,Africa Proconsularis,Tunisia,3,33 D1,100,,DGRG; Lepelley 1979-1981; PECS; Salmon 1969.,,,['Colonia'],"['Aqueduct', 'Baths', 'Nymphaeum', 'Walls']",4,POINT (9.074415 35.542707),197,,,,,1000.0,,True,51.0,['mensor'],1.0,1.0,3.0,0.0,0.058823529411764705,Sufes (Africa Proconsularis),['Miscellaneous Services'],1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],1.0,1,Miscellaneous Services,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 7.52122855]",7.521228545618789,Miscellaneous Services,1.0
197,Hanson2016_198,Sufetula,Sbeitla,Africa Proconsularis,Tunisia,3,33 D2,69,,BNP; Bomgardner 2000; DGRG; Golvin 1988; Lepelley 1979-1981; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006; Wilson 2011.,46.0,"Urban grid, topography, and necropoleis","['Colonia', 'Municipium']","['Amphitheatre', 'Aqueduct', 'Arch (Forum)', 'Arch (North)', 'Arch (South)', 'Baths', 'Baths', 'Baths', 'Baths', 'Baths (Great)', 'Baths (Winter)', 'Curia', 'Forum', 'Fountain', 'Fountain', 'Fountain', 'Fountain', 'Temple', 'Temple', ""Temple ('capitolium')"", 'Theatre', 'Unidentified public building', 'Urban grid']",23,POINT (9.118399 35.241664),198,6.0,6.0,6.0,7037.0,6969.0,1.0097574974888792,True,380.0,"['curator', 'curator', 'curator', 'curator', 'curator', 'curator', 'curator', 'scaenicus', 'curator', 'curator']",10.0,2.0,35.0,1.0,0.09210526315789473,Sufetula (Africa Proconsularis),"['Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Performing Arts', 'Managerial', 'Managerial']",2,[0 0 0 0 0 0 0 0 0 0 0 9 0 0 1 0 0 0 0],"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.9 0.  0.  0.1 0.  0.  0.
 0. ]",0.9,9,Managerial,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         4.28929594
 0.         0.         2.20848806 0.         0.         0.
 0.        ]",4.289295935890098,Managerial,1.2195121951219512
202,Hanson2016_203,Thibiuca,Henchir Zouitina,Africa Proconsularis,Tunisia,4 or 5,32 E3,100,,Lepelley 1979-1981; Russell 1958; Salmon 1969.,40.0,Unspecified,"['Colonia', 'Municipium']",,0,POINT (9.750001 36.750001),203,,,,,5782.0,,True,16.0,['curator'],1.0,1.0,1.0,1.0,0.0625,Thibiuca (Africa Proconsularis),['Managerial'],1,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Managerial,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         4.76588437
 0.         0.         0.         0.         0.         0.
 0.        ]",4.76588437321122,Managerial,1.0
204,Hanson2016_205,Thignica,Aïn Tounga,Africa Proconsularis,Tunisia,3,32 D3,100,,Golvin 1988; Lepelley 1979-1981; Russell 1958; Sear 2006.,80.0,Unspecified,,"['Amphitheatre', 'Aqueduct', 'Aqueduct', 'Sanctuary of Dis and Saturn', 'Theatre']",5,POINT (9.361747 36.52366),205,,,,,14596.0,,True,453.0,"['curator', 'holitor', 'curator', 'curator', 'curator']",5.0,2.0,3.0,1.0,0.006622516556291391,Thignica (Africa Proconsularis),"['Managerial', 'Food-Production', 'Managerial', 'Managerial', 'Managerial']",2,[1 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0],"[0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.8 0.  0.  0.  0.  0.  0.
 0. ]",0.8,4,Managerial,"[3.56573876 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         3.8127075
 0.         0.         0.         0.         0.         0.
 0.        ]",3.812707498568976,Managerial,1.4705882352941173
206,Hanson2016_207,Thuburbo Maius,Henchir Kasbat,Africa Proconsularis,Tunisia,3,32 E4,-50,,BNP; Boatwright 2000; Bomgardner 2000; Brunt 1971; Cornell and Mathews 1982; Golvin 1988; Lepelley 1979-1981; MacMullen 2000; McEvedy 2011; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Sear 2006; Wilson 2011.,25.0,Inhabited area,"['Colonia', 'Colonia', 'Municipium', 'Municipium', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre', 'Aqueduct?', 'Baths (Summer)', 'Baths (Winter)', 'Baths of the Capitol', 'Baths of the Labyrinth', 'Baths of the Stars', 'Capitolium', 'Curia', 'Forum', 'Fountain', 'Market', 'Palaestra?', 'Temple', 'Temple of Baalit', 'Temple of Caelestis?', 'Temple of Ceres', 'Temple of Mercury', 'Temple of Saturn', 'Theatre']",20,POINT (9.904195 36.400856),207,7.0,7.0,7.0,3085.0,3086.0,0.9996759559300065,True,194.0,"['curator', 'curator', 'curator', 'argentarius', 'scaenicus', 'tonsor', 'faber', 'curator', 'curator', 'curator', 'faber', 'redemptor', 'curator', 'curator', 'curator', 'curator', 'curator']",17.0,6.0,3.0,2.0,0.015463917525773196,Thuburbo Maius (Africa Proconsularis),"['Managerial', 'Managerial', 'Managerial', 'Metal-Working', 'Performing Arts', 'Miscellaneous Services', 'Unclassified', 'Managerial', 'Managerial', 'Managerial', 'Unclassified', 'Food-Production', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial']",6,[ 1  0  1  0  0  0  0  0  0  0  0 11  0  0  1  2  0  0  1],"[0.05882353 0.         0.05882353 0.         0.         0.
 0.         0.         0.         0.         0.         0.64705882
 0.         0.         0.05882353 0.11764706 0.         0.
 0.05882353]",0.6470588235294118,11,Managerial,"[1.04874669 0.         0.61528229 0.         0.         0.
 0.         0.         0.         0.         0.         3.08380754
 0.         0.         1.29911063 1.41346235 0.         0.
 0.44242521]",3.08380753560726,Managerial,2.24031007751938
207,Hanson2016_208,Thuburbo Minus,Tebourba,Africa Proconsularis,Tunisia,4 or 5,32 E3,-27,,BNP; Brunt 1971; Lepelley 1979-1981; MacMullen 2000; PECS; Salmon 1969.,,,"['Colonia', 'Rights and privileges']","['Amphitheatre', 'Baths', 'Theatre?']",3,POINT (9.838642 36.829599),208,,,,,1000.0,,True,25.0,['curator'],1.0,1.0,1.0,0.0,0.04,Thuburbo Minus (Africa Proconsularis),['Managerial'],1,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Managerial,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         4.76588437
 0.         0.         0.         0.         0.         0.
 0.        ]",4.76588437321122,Managerial,1.0
208,Hanson2016_209,Thubursicum Bure,Teboursouk,Africa Proconsularis,Tunisia,3,32 D4,100,,BNP; Lepelley 1979-1981; Salmon 1969; Sear 2006; Wilson 2011.,,,"['Colonia', 'Municipium']","['Baths of Gallienus', 'Theatre']",2,POINT (9.24443 36.461488),209,,,,,1000.0,,True,281.0,"['curator', 'curator']",2.0,1.0,7.0,0.0,0.02491103202846975,Thubursicum Bure (Africa Proconsularis),"['Managerial', 'Managerial']",1,[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,2,Managerial,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         4.76588437
 0.         0.         0.         0.         0.         0.
 0.        ]",4.76588437321122,Managerial,1.0
209,Hanson2016_210,Thugga,Dougga,Africa Proconsularis,Tunisia,3,32 D4,-200,,BNP; Lepelley 1979-1981; PECS; Quinn and Wilson 2013; Russell 1958; Salmon 1969; Sear 2006; Wilson 2011; Woloch 1983.,25.0,Inhabited area,"['Colonia', 'Municipium']","['Aqueduct', 'Arch of Septimus Severus', 'Arch of Severus Alexander', 'Arch of the Tetrarchs', 'Baths (Licinian)', 'Baths of Ain Dora', 'Baths of the Cyclops', 'Capitolium', 'Curia', 'Forum', 'Hippodrome', 'Macellum', 'Nymphaeum', 'Odeum', 'Temple', 'Temple', 'Temple of Asclepius(Dar Lacheb)', 'Temple of Baal / Saturn', 'Temple of Baal / Saturn', 'Temple of Condordia, Frugifer, Liber Pater, and Neptune (B)', 'Temple of Fortuna, Venus Concordia, and Mercury', 'Temple of Massinissa', 'Temple of Mercury', 'Temple of Minerva', 'Temple of Minerva', 'Temple of Piety', 'Temple of Pluto', 'Temple of Tanit / Juno Caelestis', 'Temple of Tellus', 'Temple of Victoria', 'Theatre', 'Theatre-sanctuary', 'Walls']",33,POINT (9.2202 36.4237),210,8.0,8.0,8.0,3085.0,3086.0,0.9996759559300065,True,2065.0,"['scaenicus', 'mesor', 'curator', 'curator', 'curator', 'faber', 'curator', 'scaenicus', 'curator', 'curator', 'curator', 'curator', 'intestinus', 'curator', 'conditor', 'curator', 'curator', 'curator', 'curator', 'curator', 'possessor', 'curator', 'curator', 'nauta', 'curator', 'intestinus', 'curator', 'curator', 'curator', 'scaenicus', 'faber', 'dendrophorus', 'curator', 'scaenicus', 'scaenicus', 'curator', 'curator', 'scaenicus', 'medicus', 'faber', 'curator', 'curator', 'scaenicus', 'scaenicus', 'scaenicus', 'scaenicus', 'pictor', 'curator', 'curator', 'curator', 'scaenicus', 'curator']",52.0,11.0,21.0,4.0,0.010169491525423728,Thugga (Africa Proconsularis),"['Performing Arts', 'Miscellaneous Services', 'Managerial', 'Managerial', 'Managerial', 'Unclassified', 'Managerial', 'Performing Arts', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Building', 'Managerial', 'Food-Production', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Transport', 'Managerial', 'Building', 'Managerial', 'Managerial', 'Managerial', 'Performing Arts', 'Unclassified', 'Building', 'Managerial', 'Performing Arts', 'Performing Arts', 'Managerial', 'Managerial', 'Performing Arts', 'Miscellaneous Services', 'Unclassified', 'Managerial', 'Managerial', 'Performing Arts', 'Performing Arts', 'Performing Arts', 'Performing Arts', 'Plastic Arts', 'Managerial', 'Managerial', 'Managerial', 'Performing Arts', 'Managerial']",8,[ 1  0  0  0  0  0  1  1  0  0  0 30  0  0 11  3  0  3  2],"[0.01923077 0.         0.         0.         0.         0.
 0.01923077 0.01923077 0.         0.         0.         0.57692308
 0.         0.         0.21153846 0.05769231 0.         0.05769231
 0.03846154]",0.5769230769230769,30,Managerial,"[0.3428595  0.         0.         0.         0.         0.
 0.51817277 1.24120453 0.         0.         0.         2.74954868
 0.         0.         4.67180167 0.69314019 0.         0.77102111
 0.28927802]",4.671801673127933,Performing Arts,2.58508604206501
210,Hanson2016_211,Thysdrus,El Djem,Africa Proconsularis,Tunisia,3,33 G2,-50,,Benario 1981; BNP; Bomgardner 2000; Brunt 1971; DGRG; Golvin 1988; Humphrey 1986; Lepelley 1979-1981; MacMullen 2000; PECS; Russell 1958; Salmon 1969; Wilson 2011.,175.0,"Inhabited area, 150 to 200 ha.","['Colonia', 'Municipium', 'Rights and privileges', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre', 'Amphitheatre', 'Amphitheatre', 'Aqueduct', 'Aqueduct', 'Aqueduct', 'Baths', 'Forum?', 'Hippodrome', 'Temple', 'Temple', 'Theatre?', 'Walls']",13,POINT (10.706969 35.294796),211,9.0,9.0,9.0,6034.0,41538.0,0.14526457701381867,True,177.0,"['aerarius', 'curator', 'curator', 'curator', 'curator', 'scriba']",6.0,3.0,3.0,0.0,0.01694915254237288,Thysdrus (Africa Proconsularis),"['Metal-Working', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Education']",3,[0 0 1 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 0],"[0.         0.         0.16666667 0.         0.         0.
 0.         0.         0.16666667 0.         0.         0.66666667
 0.         0.         0.         0.         0.         0.
 0.        ]",0.6666666666666666,4,Managerial,"[0.         0.         1.74329983 0.         0.         0.
 0.         0.         3.45190713 0.         0.         3.17725625
 0.         0.         0.         0.         0.         0.
 0.        ]",3.4519071310116085,Education,2.0
211,Hanson2016_212,Tunisa,Tunis,Africa Proconsularis,Tunisia,4 or 5,32 F2,-49,,BNP; DGRG; Sear 2006.,,,['Rights and privileges'],"['Baths', 'Theatre', 'Walls']",3,POINT (10.171649 36.79923),212,,,,,1000.0,,True,294.0,"['scaenicus', 'scaenicus']",2.0,1.0,4.0,0.0,0.013605442176870748,Tunisa (Africa Proconsularis),"['Performing Arts', 'Performing Arts']",1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,2,Performing Arts,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.         22.08488064  0.          0.          0.
  0.        ]",22.084880636604776,Performing Arts,1.0
212,Hanson2016_213,Turris Tamalleni,Henchir el Aouinia,Africa Proconsularis,Tunisia,3,35 A1,100,,Boatwright 2000; DGRG.,,,['Municipium'],,0,POINT (8.920624 33.716837),213,,,,,1000.0,,True,29.0,['conditor'],1.0,1.0,0.0,0.0,0.0,Turris Tamalleni (Africa Proconsularis),['Food-Production'],1,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Food-Production,"[17.82869379  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.        ]",17.82869379014989,Food-Production,1.0
